,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga
747,Newcastle United,Allan Saint-Maximin,Lewy napastnik,12 mar 1997 (25),"1,73m",prawonożny,2 sie 2019,30 cze 2026,"40,00 mln €",premier league
748,Newcastle United,Ryan Fraser,Lewy napastnik,24 lut 1994 (28),"1,63m",prawonożny,7 wrz 2020,30 cze 2025,"10,00 mln €",premier league
749,Newcastle United,Miguel Almirón,Prawy napastnik,10 lut 1994 (28),"1,74m",lewonożny,31 sty 2019,30 cze 2024,"20,00 mln €",premier league
750,Newcastle United,Jacob Murphy,Prawy napastnik,24 lut 1995 (27),"1,73m",prawonożny,19 lip 2017,30 cze 2027,"10,00 mln €",premier league
751,Newcastle United,Alexander Isak,Środkowy napastnik,21 wrz 1999 (23),"1,92m",prawonożny,26 sie 2022,30 cze 2028,"50,00 mln €",premier league
752,Newcastle United,Callum Wilson,Środkowy napastnik,27 lut 1992 (30),"1,80m",prawonożny,7 wrz 2020,30 cze 2024,"18,00 mln €",premier league
753,Newcastle United,Chris Wood,Środkowy napastnik,7 gru 1991 (31),"1,91m",prawonożny,13 sty 2022,30 cze 2024,"10,00 mln €",premier league
754,Leicester City,Danny Ward,Bramkarz,22 cze 1993 (29),"1,91m",prawonożny,20 lip 2018,30 cze 2025,"8,00 mln €",premier league
755,Leicester City,Daniel Iversen,Bramkarz,19 lip 1997 (25),"1,91m", ,1 lip 2020,30 cze 2025,"2,00 mln €",premier league
756,Leicester City,Alex Smithies,Bramkarz,5 mar 1990 (32),"1,89m",prawonożny,12 sie 2022,30 cze 2024,600 tys. €,premier league
757,Leicester City,Caglar Söyüncü,Środkowy obrońca,23 maj 1996 (26),"1,87m",prawonożny,9 sie 2018,30 cze 2023,"22,00 mln €",premier league
758,Leicester City,Wout Faes,Środkowy obrońca,3 kwi 1998 (24),"1,87m",prawonożny,1 wrz 2022,30 cze 2027,"20,00 mln €",premier league
759,Leicester City,Daniel Amartey,Środkowy obrońca,21 gru 1994 (28),"1,86m",prawonożny,22 sty 2016,30 cze 2023,"15,00 mln €",premier league
760,Leicester City,Jannik Vestergaard,Środkowy obrońca,3 sie 1992 (30),"1,99m",obunożny,13 sie 2021,30 cze 2024,"7,00 mln €",premier league
761,Leicester City,Jonny Evans ,Środkowy obrońca,3 sty 1988 (35),"1,88m",obunożny,1 lip 2018,30 cze 2023,"3,00 mln €",premier league
762,Leicester City,Luke Thomas,Lewy obrońca,10 cze 2001 (21),"1,81m",lewonożny,1 lip 2020,30 cze 2024,"10,00 mln €",premier league
763,Leicester City,Ryan Bertrand ,Lewy obrońca,5 sie 1989 (33),"1,79m",lewonożny,15 lip 2021,30 cze 2023,"1,00 mln €",premier league
764,Leicester City,Timothy Castagne,Prawy obrońca,5 gru 1995 (27),"1,85m",prawonożny,3 wrz 2020,30 cze 2025,"28,00 mln €",premier league
765,Leicester City,James Justin ,Prawy obrońca,23 lut 1998 (24),"1,83m",prawonożny,1 lip 2019,30 cze 2026,"25,00 mln €",premier league
766,Leicester City,Ricardo Pereira ,Prawy obrońca,6 paź 1993 (29),"1,75m",prawonożny,1 lip 2018,30 cze 2026,"12,00 mln €",premier league
767,Leicester City,Wilfred Ndidi,Defensywny pomocnik,16 gru 1996 (26),"1,83m",prawonożny,3 sty 2017,30 cze 2024,"40,00 mln €",premier league
768,Leicester City,Boubakary Soumaré,Defensywny pomocnik,27 lut 1999 (23),"1,88m",prawonożny,2 lip 2021,30 cze 2026,"25,00 mln €",premier league
769,Leicester City,Nampalys Mendy,Defensywny pomocnik,23 cze 1992 (30),"1,67m",prawonożny,3 lip 2016,30 cze 2023,"3,50 mln €",premier league
770,Leicester City,Youri Tielemans,Środkowy pomocnik,7 maj 1997 (25),"1,76m",prawonożny,8 lip 2019,30 cze 2023,"40,00 mln €",premier league
771,Leicester City,Kiernan Dewsbury-Hall,Środkowy pomocnik,6 wrz 1998 (24),"1,78m",lewonożny,1 lip 2021,30 cze 2027,"20,00 mln €",premier league
772,Leicester City,Dennis Praet ,Środkowy pomocnik,14 maj 1994 (28),"1,81m",prawonożny,8 sie 2019,30 cze 2024,"10,00 mln €",premier league
773,Leicester City,Marc Albrighton,Prawy pomocnik,18 lis 1989 (33),"1,75m",prawonożny,1 lip 2014,30 cze 2024,"2,00 mln €",premier league
774,Leicester City,Harvey Barnes,Lewy pomocnik,9 gru 1997 (25),"1,82m",prawonożny,1 lip 2018,30 cze 2025,"32,00 mln €",premier league
775,Leicester City,James Maddison ,Ofensywny pomocnik,23 lis 1996 (26),"1,75m",prawonożny,1 lip 2018,30 cze 2024,"55,00 mln €",premier league
776,Leicester City,Ayoze Pérez,Cofnięty napastnik,29 lip 1993 (29),"1,78m",prawonożny,4 lip 2019,30 cze 2023,"6,00 mln €",premier league
777,Leicester City,Patson Daka,Środkowy napastnik,9 paź 1998 (24),"1,83m",prawonożny,1 lip 2021,30 cze 2026,"20,00 mln €",premier league
778,Leicester City,Kelechi Iheanacho,Środkowy napastnik,3 paź 1996 (26),"1,85m",lewonożny,3 sie 2017,30 cze 2024,"17,00 mln €",premier league
779,Leicester City,Jamie Vardy,Środkowy napastnik,11 sty 1987 (36),"1,79m",prawonożny,1 lip 2012,30 cze 2024,"4,00 mln €",premier league
780,Wolverhampton Wanderers,José Sá,Bramkarz,17 sty 1993 (30),"1,92m",prawonożny,15 lip 2021,30 cze 2026,"18,00 mln €",premier league
781,Wolverhampton Wanderers,Matija Sarkic,Bramkarz,23 lip 1997 (25),"1,94m",prawonożny,27 lip 2020,30 cze 2025,"2,00 mln €",premier league
782,Wolverhampton Wanderers,Louie Moulden,Bramkarz,6 sty 2002 (21),"1,90m",prawonożny,1 lip 2021,30 cze 2023,200 tys. €,premier league
783,Wolverhampton Wanderers,Nathan Collins,Środkowy obrońca,30 kwi 2001 (21),"1,93m",prawonożny,12 lip 2022,30 cze 2027,"22,00 mln €",premier league
784,Wolverhampton Wanderers,Max Kilman,Środkowy obrońca,23 maj 1997 (25),"1,94m",lewonożny,9 sie 2018,30 cze 2026,"20,00 mln €",premier league
785,Wolverhampton Wanderers,Yerson Mosquera,Środkowy obrońca,2 maj 2001 (21),"1,88m",prawonożny,1 lip 2021,30 cze 2026,"3,00 mln €",premier league
786,Wolverhampton Wanderers,Toti,Środkowy obrońca,16 sty 1999 (24),"1,87m",lewonożny,2 wrz 2020,30 cze 2027,"2,50 mln €",premier league
787,Wolverhampton Wanderers,Rayan Aït-Nouri,Lewy obrońca,6 cze 2001 (21),"1,80m",lewonożny,9 lip 2021,30 cze 2026,"22,00 mln €",premier league
788,Wolverhampton Wanderers,Jonny Otto,Lewy obrońca,3 mar 1994 (28),"1,75m",obunożny,31 sty 2019,30 cze 2025,"17,00 mln €",premier league
789,Wolverhampton Wanderers,Nélson Semedo,Prawy obrońca,16 lis 1993 (29),"1,77m",prawonożny,23 wrz 2020,30 cze 2023,"18,00 mln €",premier league
790,Wolverhampton Wanderers,Rúben Neves,Defensywny pomocnik,13 mar 1997 (25),"1,80m",prawonożny,8 lip 2017,30 cze 2024,"40,00 mln €",premier league
791,Wolverhampton Wanderers,Mario Lemina,Defensywny pomocnik,1 wrz 1993 (29),"1,84m",prawonożny,13 sty 2023,30 cze 2025,"7,00 mln €",premier league
792,Wolverhampton Wanderers,Boubacar Traoré,Defensywny pomocnik,20 sie 2001 (21),"1,83m", ,1 wrz 2022,30 cze 2023,"5,00 mln €",premier league
793,Wolverhampton Wanderers,Joe Hodge,Defensywny pomocnik,14 wrz 2002 (20),"1,72m", ,1 lip 2022,30 cze 2024,500 tys. €,premier league
794,Wolverhampton Wanderers,Matheus Nunes,Środkowy pomocnik,27 sie 1998 (24),"1,83m",prawonożny,18 sie 2022,30 cze 2027,"45,00 mln €",premier league
795,Wolverhampton Wanderers,João Moutinho,Środkowy pomocnik,8 wrz 1986 (36),"1,70m",prawonożny,24 lip 2018,30 cze 2023,"2,00 mln €",premier league
796,Wolverhampton Wanderers,Connor Ronan,Środkowy pomocnik,6 mar 1998 (24),"1,71m",prawonożny,1 sty 2017,30 cze 2024,800 tys. €,premier league
797,Wolverhampton Wanderers,Pedro Neto,Lewy napastnik,9 mar 2000 (22),"1,72m",lewonożny,2 sie 2019,30 cze 2027,"32,00 mln €",premier league
798,Wolverhampton Wanderers,Gonçalo Guedes,Lewy napastnik,29 lis 1996 (26),"1,79m",prawonożny,8 sie 2022,30 cze 2027,"32,00 mln €",premier league
799,Wolverhampton Wanderers,Chiquinho ,Lewy napastnik,5 lut 2000 (22),"1,79m",prawonożny,17 sty 2022,30 cze 2026,"2,50 mln €",premier league
800,Wolverhampton Wanderers,Daniel Podence,Prawy napastnik,21 paź 1995 (27),"1,65m",prawonożny,30 sty 2020,30 cze 2024,"20,00 mln €",premier league
801,Wolverhampton Wanderers,Pablo Sarabia,Prawy napastnik,11 maj 1992 (30),"1,74m",lewonożny,17 sty 2023,30 cze 2025,"20,00 mln €",premier league
802,Wolverhampton Wanderers,Adama Traoré,Prawy napastnik,25 sty 1996 (26),"1,78m",prawonożny,8 sie 2018,30 cze 2023,"15,00 mln €",premier league
803,Wolverhampton Wanderers,Matheus Cunha,Środkowy napastnik,27 maj 1999 (23),"1,84m",prawonożny,1 sty 2023,30 cze 2023,"20,00 mln €",premier league
804,Wolverhampton Wanderers,Sasa Kalajdzic ,Środkowy napastnik,7 lip 1997 (25),"2,00m",prawonożny,31 sie 2022,30 cze 2027,"18,00 mln €",premier league
805,Wolverhampton Wanderers,Raúl Jiménez,Środkowy napastnik,5 maj 1991 (31),"1,88m",prawonożny,1 lip 2019,30 cze 2024,"12,00 mln €",premier league
806,Wolverhampton Wanderers,Hee-chan Hwang,Środkowy napastnik,26 sty 1996 (26),"1,77m",prawonożny,1 lip 2022,30 cze 2026,"12,00 mln €",premier league
807,Wolverhampton Wanderers,Diego Costa,Środkowy napastnik,7 paź 1988 (34),"1,86m",prawonożny,12 wrz 2022,30 cze 2023,"3,50 mln €",premier league
808,Wolverhampton Wanderers,Leonardo Campana,Środkowy napastnik,24 lip 2000 (22),"1,88m",lewonożny,21 sty 2020,-,"3,00 mln €",premier league
809,FC Everton,Jordan Pickford,Bramkarz,7 mar 1994 (28),"1,85m",lewonożny,1 lip 2017,30 cze 2024,"28,00 mln €",premier league
810,FC Everton,Asmir Begovic,Bramkarz,20 cze 1987 (35),"1,99m",prawonożny,20 lip 2021,30 cze 2023,"1,00 mln €",premier league
811,FC Everton,Andy Lonergan ,Bramkarz,19 paź 1983 (39),"1,93m",lewonożny,20 sie 2021,30 cze 2023,200 tys. €,premier league
812,FC Everton,Eldin Jakupovic,Bramkarz,2 paź 1984 (38),"1,91m",prawonożny,13 wrz 2022,-,200 tys. €,premier league
813,FC Everton,James Tarkowski,Środkowy obrońca,19 lis 1992 (30),"1,85m",prawonożny,2 lip 2022,30 cze 2026,"22,00 mln €",premier league
814,FC Everton,Yerry Mina,Środkowy obrońca,23 wrz 1994 (28),"1,95m",prawonożny,9 sie 2018,30 cze 2023,"18,00 mln €",premier league
815,FC Everton,Ben Godfrey,Środkowy obrońca,15 sty 1998 (25),"1,84m",prawonożny,5 paź 2020,30 cze 2025,"18,00 mln €",premier league
816,FC Everton,Conor Coady,Środkowy obrońca,25 lut 1993 (29),"1,85m",prawonożny,8 sie 2022,30 cze 2023,"18,00 mln €",premier league
817,FC Everton,Mason Holgate,Środkowy obrońca,22 paź 1996 (26),"1,87m",prawonożny,13 sie 2015,30 cze 2025,"16,00 mln €",premier league
818,FC Everton,Michael Keane,Środkowy obrońca,11 sty 1993 (30),"1,88m",prawonożny,3 lip 2017,30 cze 2025,"14,00 mln €",premier league
819,FC Everton,Vitaliy Mykolenko,Lewy obrońca,29 maj 1999 (23),"1,80m",lewonożny,1 sty 2022,30 cze 2026,"22,00 mln €",premier league
820,FC Everton,Rúben Vinagre,Lewy obrońca,9 kwi 1999 (23),"1,74m",lewonożny,27 lip 2022,30 cze 2023,"5,00 mln €",premier league
821,FC Everton,Nathan Patterson,Prawy obrońca,16 paź 2001 (21),"1,89m",prawonożny,4 sty 2022,30 cze 2027,"14,00 mln €",premier league
822,FC Everton,Seamus Coleman,Prawy obrońca,11 paź 1988 (34),"1,77m",prawonożny,1 sty 2009,30 cze 2023,"1,20 mln €",premier league
823,FC Everton,Amadou Onana,Defensywny pomocnik,16 sie 2001 (21),"1,95m",prawonożny,9 sie 2022,30 cze 2027,"35,00 mln €",premier league
824,FC Everton,James Garner,Defensywny pomocnik,13 mar 2001 (21),"1,82m",prawonożny,1 wrz 2022,30 cze 2026,"14,00 mln €",premier league
825,FC Everton,Abdoulaye Doucouré,Środkowy pomocnik,1 sty 1993 (30),"1,83m",prawonożny,8 wrz 2020,30 cze 2023,"12,00 mln €",premier league
826,FC Everton,Tom Davies,Środkowy pomocnik,30 cze 1998 (24),"1,80m",prawonożny,1 sty 2017,30 cze 2023,"12,00 mln €",premier league
827,FC Everton,Idrissa Gueye,Środkowy pomocnik,26 wrz 1989 (33),"1,74m",prawonożny,1 wrz 2022,30 cze 2024,"8,00 mln €",premier league
828,FC Everton,Alex Iwobi,Ofensywny pomocnik,3 maj 1996 (26),"1,83m",prawonożny,8 sie 2019,30 cze 2024,"25,00 mln €",premier league
829,FC Everton,Anthony Gordon,Lewy napastnik,24 lut 2001 (21),"1,82m",prawonożny,1 sty 2020,30 cze 2025,"40,00 mln €",premier league
830,FC Everton,Demarai Gray,Lewy napastnik,28 cze 1996 (26),"1,83m",prawonożny,22 lip 2021,30 cze 2024,"20,00 mln €",premier league
831,FC Everton,Dwight McNeil,Lewy napastnik,22 lis 1999 (23),"1,83m",lewonożny,28 lip 2022,30 cze 2027,"18,00 mln €",premier league
832,FC Everton,Andros Townsend ,Prawy napastnik,16 lip 1991 (31),"1,81m",lewonożny,20 lip 2021,30 cze 2023,"2,50 mln €",premier league
833,FC Everton,Dominic Calvert-Lewin,Środkowy napastnik,16 mar 1997 (25),"1,89m",prawonożny,31 sie 2016,30 cze 2025,"30,00 mln €",premier league
834,FC Everton,Neal Maupay,Środkowy napastnik,14 sie 1996 (26),"1,73m",prawonożny,26 sie 2022,30 cze 2025,"13,00 mln €",premier league
835,FC Everton,Ellis Simms,Środkowy napastnik,5 sty 2001 (22),"1,91m",prawonożny,1 sty 2023,30 cze 2024,"1,20 mln €",premier league
836,Brighton & Hove Albion,Robert Sánchez,Bramkarz,18 lis 1997 (25),"1,97m",prawonożny,1 lip 2020,30 cze 2025,"32,00 mln €",premier league
837,Brighton & Hove Albion,Jason Steele,Bramkarz,18 sie 1990 (32),"1,88m",prawonożny,1 lip 2018,30 cze 2025,600 tys. €,premier league
838,Brighton & Hove Albion,Adam Webster,Środkowy obrońca,4 sty 1995 (28),"1,90m",prawonożny,3 sie 2019,30 cze 2026,"22,00 mln €",premier league
839,Brighton & Hove Albion,Lewis Dunk,Środkowy obrońca,21 lis 1991 (31),"1,92m",prawonożny,1 lip 2010,30 cze 2025,"18,00 mln €",premier league
840,Brighton & Hove Albion,Levi Colwill,Środkowy obrońca,26 lut 2003 (19),"1,87m",lewonożny,5 sie 2022,31 maj 2023,"10,00 mln €",premier league
841,Brighton & Hove Albion,Jan Paul van Hecke,Środkowy obrońca,8 cze 2000 (22),"1,89m",prawonożny,10 wrz 2020,30 cze 2023,"5,00 mln €",premier league
842,Brighton & Hove Albion,Pervis Estupiñán,Lewy obrońca,21 sty 1998 (24),"1,75m",lewonożny,16 sie 2022,30 cze 2027,"20,00 mln €",premier league
843,Brighton & Hove Albion,Tariq Lamptey,Prawy obrońca,30 wrz 2000 (22),"1,63m",prawonożny,31 sty 2020,30 cze 2025,"15,00 mln €",premier league
844,Brighton & Hove Albion,Joël Veltman,Prawy obrońca,15 sty 1992 (31),"1,84m",prawonożny,29 lip 2020,30 cze 2023,"10,00 mln €",premier league
845,Brighton & Hove Albion,Alexis Mac Allister,Środkowy pomocnik,24 gru 1998 (24),"1,74m",prawonożny,24 sty 2019,30 cze 2025,"42,00 mln €",premier league
846,Brighton & Hove Albion,Moisés Caicedo,Środkowy pomocnik,2 lis 2001 (21),"1,78m",prawonożny,1 lut 2021,30 cze 2025,"38,00 mln €",premier league
847,Brighton & Hove Albion,Jakub Moder ,Środkowy pomocnik,7 kwi 1999 (23),"1,91m",prawonożny,4 paź 2020,30 cze 2025,"12,00 mln €",premier league
848,Brighton & Hove Albion,Billy Gilmour,Środkowy pomocnik,11 cze 2001 (21),"1,70m",prawonożny,1 wrz 2022,30 cze 2026,"12,00 mln €",premier league
849,Brighton & Hove Albion,Pascal Groß,Środkowy pomocnik,15 cze 1991 (31),"1,81m",prawonożny,1 lip 2017,30 cze 2024,"8,00 mln €",premier league
850,Brighton & Hove Albion,Solly March,Lewy pomocnik,20 lip 1994 (28),"1,80m",lewonożny,1 lip 2013,30 cze 2024,"12,00 mln €",premier league
851,Brighton & Hove Albion,Facundo Buonanotte,Ofensywny pomocnik,23 gru 2004 (18),"1,74m",lewonożny,1 sty 2023,30 cze 2026,"9,00 mln €",premier league
852,Brighton & Hove Albion,Jeremy Sarmiento,Ofensywny pomocnik,16 cze 2002 (20),"1,78m",prawonożny,2 lip 2021,30 cze 2026,"3,00 mln €",premier league
853,Brighton & Hove Albion,Adam Lallana,Ofensywny pomocnik,10 maj 1988 (34),"1,72m",obunożny,27 lip 2020,30 cze 2023,"1,50 mln €",premier league
854,Brighton & Hove Albion,Leandro Trossard,Lewy napastnik,4 gru 1994 (28),"1,72m",prawonożny,1 lip 2019,30 cze 2024,"30,00 mln €",premier league
855,Brighton & Hove Albion,Kaoru Mitoma,Lewy napastnik,20 maj 1997 (25),"1,78m",prawonożny,10 sie 2021,30 cze 2025,"8,50 mln €",premier league
856,Brighton & Hove Albion,Julio Enciso,Cofnięty napastnik,23 sty 2004 (18),"1,73m",prawonożny,1 lip 2022,30 cze 2026,"11,00 mln €",premier league
857,Brighton & Hove Albion,Danny Welbeck ,Środkowy napastnik,26 lis 1990 (32),"1,85m",prawonożny,18 paź 2020,30 cze 2024,"8,00 mln €",premier league
858,Brighton & Hove Albion,Deniz Undav,Środkowy napastnik,19 lip 1996 (26),"1,78m",prawonożny,30 sty 2022,30 cze 2026,"6,00 mln €",premier league
859,Brighton & Hove Albion,Evan Ferguson,Środkowy napastnik,19 paź 2004 (18),"1,83m", ,1 lip 2022,30 cze 2026,"1,00 mln €",premier league
860,FC Southampton,Gavin Bazunu,Bramkarz,20 lut 2002 (20),"1,88m",prawonożny,1 lip 2022,30 cze 2027,"15,00 mln €",premier league
861,FC Southampton,Alex McCarthy,Bramkarz,3 gru 1989 (33),"1,93m",prawonożny,1 sie 2016,30 cze 2025,"2,00 mln €",premier league
862,FC Southampton,Willy Caballero,Bramkarz,28 wrz 1981 (41),"1,86m",prawonożny,6 gru 2021,30 cze 2023,200 tys. €,premier league
863,FC Southampton,Mohammed Salisu,Środkowy obrońca,17 kwi 1999 (23),"1,88m",lewonożny,12 sie 2020,30 cze 2024,"18,00 mln €",premier league
864,FC Southampton,Armel Bella-Kotchap,Środkowy obrońca,11 gru 2001 (21),"1,90m",prawonożny,1 lip 2022,30 cze 2026,"18,00 mln €",premier league
865,FC Southampton,Duje Caleta-Car,Środkowy obrońca,17 wrz 1996 (26),"1,92m",prawonożny,1 wrz 2022,30 cze 2026,"14,00 mln €",premier league
866,FC Southampton,Lyanco,Środkowy obrońca,1 lut 1997 (25),"1,87m",prawonożny,25 sie 2021,30 cze 2025,"4,00 mln €",premier league
867,FC Southampton,Romain Perraud,Lewy obrońca,22 wrz 1997 (25),"1,73m",lewonożny,2 lip 2021,30 cze 2025,"10,00 mln €",premier league
868,FC Southampton,Juan Larios,Lewy obrońca,12 sty 2004 (19),"1,70m",lewonożny,1 wrz 2022,30 cze 2027,"7,00 mln €",premier league
869,FC Southampton,Kyle Walker-Peters,Prawy obrońca,13 kwi 1997 (25),"1,73m",prawonożny,11 sie 2020,30 cze 2025,"25,00 mln €",premier league
870,FC Southampton,Tino Livramento ,Prawy obrońca,12 lis 2002 (20),"1,73m",prawonożny,2 sie 2021,30 cze 2026,"25,00 mln €",premier league
871,FC Southampton,Roméo Lavia,Defensywny pomocnik,6 sty 2004 (19),"1,81m",prawonożny,6 lip 2022,30 cze 2027,"25,00 mln €",premier league
872,FC Southampton,Ibrahima Diallo,Defensywny pomocnik,8 mar 1999 (23),"1,79m",prawonożny,4 paź 2020,30 cze 2024,"8,00 mln €",premier league
873,FC Southampton,James Ward-Prowse,Środkowy pomocnik,1 lis 1994 (28),"1,77m",prawonożny,1 lip 2012,30 cze 2026,"35,00 mln €",premier league
874,FC Southampton,Carlos Alcaraz,Środkowy pomocnik,30 lis 2002 (20),"1,83m",prawonożny,11 sty 2023,30 cze 2027,"8,50 mln €",premier league
875,FC Southampton,Stuart Armstrong,Środkowy pomocnik,30 mar 1992 (30),"1,83m",prawonożny,1 lip 2018,30 cze 2024,"6,00 mln €",premier league
876,FC Southampton,Ainsley Maitland-Niles,Prawy pomocnik,29 sie 1997 (25),"1,80m",prawonożny,1 wrz 2022,31 maj 2023,"8,00 mln €",premier league
877,FC Southampton,Joe Aribo,Ofensywny pomocnik,21 lip 1996 (26),"1,83m",lewonożny,9 lip 2022,30 cze 2026,"15,00 mln €",premier league
878,FC Southampton,Mohamed Elyounoussi,Lewy napastnik,4 sie 1994 (28),"1,78m",prawonożny,1 lip 2018,30 cze 2023,"12,00 mln €",premier league
879,FC Southampton,Mislav Orsic,Lewy napastnik,29 gru 1992 (30),"1,79m",prawonożny,6 sty 2023,30 cze 2025,"10,00 mln €",premier league
880,FC Southampton,Moussa Djenepo,Lewy napastnik,15 cze 1998 (24),"1,77m",prawonożny,1 lip 2019,30 cze 2025,"10,00 mln €",premier league
881,FC Southampton,Samuel Edozie,Lewy napastnik,28 sty 2003 (19),"1,81m",prawonożny,1 wrz 2022,30 cze 2027,"7,00 mln €",premier league
882,FC Southampton,Theo Walcott ,Prawy napastnik,16 mar 1989 (33),"1,75m",obunożny,1 lip 2021,30 cze 2023,"1,80 mln €",premier league
883,FC Southampton,Ché Adams,Środkowy napastnik,13 lip 1996 (26),"1,79m",prawonożny,1 lip 2019,30 cze 2024,"22,00 mln €",premier league
884,FC Southampton,Adam Armstrong,Środkowy napastnik,10 lut 1997 (25),"1,73m",prawonożny,10 sie 2021,30 cze 2025,"15,00 mln €",premier league
885,FC Southampton,Sékou Mara,Środkowy napastnik,30 lip 2002 (20),"1,83m",prawonożny,25 lip 2022,30 cze 2026,"12,00 mln €",premier league
886,FC Brentford,David Raya,Bramkarz,15 wrz 1995 (27),"1,83m",prawonożny,6 lip 2019,30 cze 2024,"22,00 mln €",premier league
887,FC Brentford,Thomas Strakosha,Bramkarz,19 mar 1995 (27),"1,93m",prawonożny,14 lip 2022,30 cze 2026,"5,00 mln €",premier league
888,FC Brentford,Kristoffer Ajer,Środkowy obrońca,17 kwi 1998 (24),"1,98m",prawonożny,21 lip 2021,30 cze 2026,"16,00 mln €",premier league
889,FC Brentford,Ethan Pinnock,Środkowy obrońca,29 maj 1993 (29),"1,94m",lewonożny,2 lip 2019,30 cze 2025,"12,00 mln €",premier league
