,NAME,POSITIONS,OVA,POT,TEAM,CONTRACT_LENGTH,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,TOTAL,PAC,SHO,PAS,DRI,DEF,PHY,FULL_NAME,AGE,VALUE_EUR,SALARY_EUR
654,S. Serdar,CM CDM CAM ,77,81,Hertha BSC,2021 ~ 2026,342,369,361,386,359,219,2087,67,71,71,81,73,79,Suat Serdar,25,14500000.0,30000.0
655,Tuta,CB ,77,82,Eintracht Frankfurt,2019 ~ 2026,307,297,352,324,311,234,1875,70,49,65,70,77,76,Lucas Silva Melo,22,14500000.0,23000.0
656,N. Dorsch,CDM CM ,77,82,FC Augsburg,2021 ~ 2026,337,360,383,385,349,222,2076,72,72,74,78,73,73,Niklas Dorsch,24,14500000.0,23000.0
657,K. Kampl,CM CDM ,79,79,RB Leipzig,2017 ~ 2023,323,392,383,342,353,192,2038,66,66,80,81,64,62,Kevin Kampl,31,14500000.0,55000.0
658,B. Djimsiti,CB ,79,79,Atalanta,2016 ~ 2026,272,242,315,301,312,243,1734,71,39,59,50,82,81,Berat Djimsiti,29,14500000.0,51000.0
659,M. Demiral,CB ,77,82,Atalanta,2022 ~ 2026,239,246,339,321,268,240,1705,73,39,47,60,79,80,Merih Demiral,24,14500000.0,35000.0
660,E. Džeko,ST ,84,84,Inter,2021 ~ 2023,390,356,328,382,339,98,1956,63,84,71,77,45,75,Edin Džeko,36,14500000.0,80000.0
661,M. Darmian,RWB RM ,80,80,Inter,2021 ~ 2023,334,323,376,344,341,244,2001,71,59,70,75,81,70,Matteo Darmian,32,14500000.0,63000.0
662,S. Kjær,CB ,82,82,Milan,2020 ~ 2024,297,309,311,338,314,248,1871,62,54,64,60,84,78,Simon Kjær,33,14500000.0,73000.0
663,R. Pereyra,CM RM ,79,79,Udinese,2020 ~ 2023,364,392,386,375,372,206,2119,78,75,78,81,68,74,Roberto Pereyra,31,14500000.0,22000.0
664,E. Audero,GK ,78,81,Sampdoria,2019 ~ 2026,95,80,283,219,96,30,1188,80,74,73,82,53,76,Emil Audero,25,14500000.0,16000.0
665,G. Castrovilli,CM ,77,81,Fiorentina,2017 ~ 2024,324,345,388,329,335,204,1988,74,65,75,82,66,68,Gaetano Castrovilli,25,14500000.0,47000.0
666,Dodô,RB ,76,83,Fiorentina,2022 ~ 2027,316,344,414,338,339,211,2019,88,59,72,78,69,70,Domilson Cordeiro dos Santos,23,14500000.0,36000.0
667,G. Caprari,CF ,78,78,Monza,"Jun 30, 2023",354,393,425,326,286,90,1922,87,75,76,83,33,56,Gianluca Caprari,28,14500000.0,34000.0
668,Miranda,LB ,76,83,Real Betis,2021 ~ 2024,312,347,360,347,309,220,1941,76,59,70,74,72,65,Juan Miranda González,22,14500000.0,18000.0
669,N. Gudelj,CDM CB ,79,79,Sevilla,2019 ~ 2023,356,381,296,407,372,223,2088,56,71,79,69,75,84,Nemanja Gudelj,30,14500000.0,29000.0
670,Joelinton,CM LW ,77,80,Newcastle United,2019 ~ 2024,321,328,366,392,372,224,2059,76,67,67,80,76,85,Joelinton Apolinário de Lira,25,14000000.0,72000.0
671,M. Oršić,LW LM ST ,78,78,Southampton,2023 ~ 2027,365,376,430,375,335,174,2111,89,83,72,76,59,63,Mislav Oršić,29,14000000.0,63000.0
672,M. Lanzini,CAM LM ,78,78,West Ham United,2016 ~ 2023,343,394,384,339,321,136,1968,69,73,78,82,41,55,Manuel Lanzini,29,14000000.0,68000.0
673,M. Antonio,ST ,79,79,West Ham United,2015 ~ 2024,380,352,394,395,358,160,2096,81,75,73,77,55,83,Michail Antonio,32,14000000.0,79000.0
674,D. Praet,CAM CF CM ,78,78,Leicester City,2019 ~ 2024,358,381,349,347,342,185,2008,66,72,78,79,63,65,Dennis Praet,28,14000000.0,79000.0
675,N. Collins,CB RB ,76,83,Wolverhampton Wanderers,2022 ~ 2027,244,257,313,293,250,229,1633,70,30,55,62,76,77,Nathan Collins,21,14000000.0,43000.0
676,B. Leno,GK ,80,80,Fulham,2022 ~ 2025,91,116,278,254,141,60,1335,81,78,74,83,54,79,Bernd Leno,30,14000000.0,50000.0
677,I. Diop,CB ,77,82,Fulham,2022 ~ 2027,258,243,298,311,287,235,1678,63,36,52,57,78,80,Issa Diop,25,14000000.0,48000.0
678,G. Maripán,CB ,78,80,Monaco,2019 ~ 2024,262,240,205,308,291,234,1594,33,42,58,53,79,79,Guillermo Maripán,28,14000000.0,48000.0
679,A. Harit,LM CAM ,77,80,Olympique Marseille,2022 ~ 2027,330,356,396,267,289,115,1810,82,62,73,81,40,49,Amine Harit,25,14000000.0,36000.0
680,J. Ito,RW CF ,78,78,Reims,2022 ~ 2026,336,355,413,376,342,171,2045,89,71,73,78,58,70,Junya Ito,29,14000000.0,30000.0
681,T. Hazard,LM CF ,78,78,Borussia Dortmund,2019 ~ 2024,345,399,389,348,351,156,2025,68,74,78,83,53,64,Thorgan Hazard,29,14000000.0,46000.0
682,M. Schwäbe,GK ,78,81,FC Köln,2021 ~ 2024,119,139,254,246,151,54,1350,79,74,78,81,47,75,Marvin Schwäbe,27,14000000.0,23000.0
683,N. Füllkrug,ST ,78,78,Werder Bremen,2019 ~ 2025,373,337,312,379,324,88,1869,61,80,65,72,36,76,Niclas Füllkrug,29,14000000.0,31000.0
684,S. Lukić,CM ,77,80,Torino,2016 ~ 2023,342,382,330,356,356,209,2023,60,68,77,78,68,72,Saša Lukić,25,14000000.0,40000.0
685,P. Schuurs,CB ,76,83,Torino,2022 ~ 2026,325,352,300,379,319,233,1953,67,64,72,66,78,75,Perr Schuurs,22,14000000.0,31000.0
686,A. Cragno,GK ,79,80,Monza,"Jun 30, 2023",83,82,233,244,140,43,1215,80,79,73,81,39,77,Alessio Cragno,28,14000000.0,6000.0
687,Eric García,CB ,76,83,FC Barcelona,2021 ~ 2026,288,311,318,309,306,232,1814,62,44,71,67,77,71,Eric García Martret,21,14000000.0,67000.0
688,Dani Ceballos,CM CDM ,77,80,Real Madrid,2017 ~ 2023,322,387,349,332,349,205,2007,58,68,77,82,66,66,Daniel Ceballos Fernández,25,14000000.0,110000.0
689,Ander Herrera,CM CDM ,79,79,Athletic Club,"Jun 30, 2023",352,380,350,357,394,235,2121,60,71,77,78,78,74,Ander Herrera Agüera,32,14000000.0,78000.0
690,Willian José,ST ,78,78,Real Betis,2022 ~ 2026,360,333,304,390,340,102,1897,62,79,66,74,40,80,Willian José da Silva,30,14000000.0,28000.0
691,F. Cervi,LM RM ,78,78,Celta de Vigo,2021 ~ 2024,319,380,435,307,324,167,1982,88,67,72,80,55,54,Franco Cervi,28,14000000.0,27000.0
692,Edu Expósito,CAM CM CDM ,77,80,Espanyol,2022 ~ 2027,332,374,355,351,372,220,2050,65,74,75,78,72,69,Eduardo Expósito Jaén,25,14000000.0,19000.0
693,P. Rajković,GK ,78,81,Mallorca,2022 ~ 2026,74,92,182,193,101,31,1060,77,76,74,81,25,79,Predrag Rajković,26,14000000.0,21000.0
694,Edgar Badia,GK ,80,80,Elche,2019 ~ 2025,92,96,258,217,148,53,1257,78,77,77,83,44,78,Edgar Badia Guardiola,30,14000000.0,20000.0
695,Moi Gómez,LM CM RM ,78,78,Osasuna,2022 ~ 2027,354,381,354,347,322,158,1965,65,74,79,78,55,61,Moisés Gómez Bordonado,28,14000000.0,31000.0
696,S. Dimitrievski,GK ,79,80,Rayo Vallecano,2019 ~ 2024,83,98,225,246,125,55,1226,78,82,76,79,36,79,Stole Dimitrievski,28,14000000.0,20000.0
697,I. Rakitić,CM ,82,82,Sevilla,2020 ~ 2024,384,417,313,340,390,227,2122,53,79,85,78,75,68,Ivan Rakitić,34,14000000.0,39000.0
698,M. Dmitrović,GK ,80,80,Sevilla,2021 ~ 2025,130,95,219,250,149,61,1299,77,79,78,81,37,80,Marko Dmitrović,30,14000000.0,25000.0
699,Stephen Eustáquio,CDM CM ,77,82,Porto,2022 ~ 2027,317,359,356,363,353,222,2012,67,61,75,73,73,72,Stephen Antunes Eustáquio,25,14000000.0,13000.0
700,Paulinho,ST ,78,78,Sporting CP,2021 ~ 2025,372,322,350,395,339,111,1948,67,77,65,75,43,81,João Paulo Dias Fernandes,29,14000000.0,18000.0
701,S. Banza,ST ,77,80,Sporting Braga,2022 ~ 2027,331,310,358,385,290,79,1788,74,77,55,74,31,76,Simon Banza,25,14000000.0,17000.0
702,A. Doucouré,CM CDM ,78,78,Everton,2020 ~ 2023,357,325,344,405,365,232,2096,67,76,71,76,78,82,Abdoulaye Doucouré,29,13500000.0,45000.0
703,Marc Roca,CDM CM ,77,81,Leeds United,2022 ~ 2026,292,353,323,330,352,220,1922,59,62,76,74,70,69,Marc Roca Junqué,25,13500000.0,35000.0
704,H. Elliott,CAM CM RW ,75,87,Liverpool,2019 ~ 2027,311,346,400,272,283,109,1768,77,63,73,80,38,45,Harvey Elliott,19,13500000.0,44000.0
705,Emerson Royal,RWB RB ,77,80,Tottenham Hotspur,2021 ~ 2026,323,335,361,368,339,228,2010,74,62,71,74,74,76,Emerson Leite De Souza,23,13500000.0,59000.0
706,M. Perin,GK ,79,80,Juventus,2018 ~ 2025,86,101,270,227,121,51,1245,79,79,71,81,57,79,Mattia Perin,29,13500000.0,78000.0
707,N. Zalewski,LM ,75,87,Roma,2020 ~ 2025,309,338,389,291,310,168,1850,86,59,70,76,55,55,Nicola Zalewski,20,13500000.0,37000.0
708,Manu Trigueros,CM LM RM ,78,78,Villarreal,2011 ~ 2025,361,376,314,356,364,215,2036,50,73,78,75,72,65,Manuel Trigueros Muñoz,30,13500000.0,33000.0
709,Portu,RM LM ,78,78,Getafe,"Jun 30, 2023",366,363,411,381,352,163,2103,87,74,72,76,57,77,Cristian Portugues Manzanera,30,13500000.0,33000.0
710,R. Loftus-Cheek,CM CDM RM ,77,79,Chelsea,2013 ~ 2024,339,360,334,354,345,199,1989,65,68,75,78,67,75,Ruben Loftus-Cheek,26,13000000.0,87000.0
711,K. Iheanacho,ST ,77,78,Leicester City,2017 ~ 2024,361,366,364,354,323,107,1923,73,79,70,77,38,70,Kelechi Iheanacho,25,13000000.0,74000.0
712,Neto,GK ,81,81,AFC Bournemouth,2022 ~ 2023,88,109,293,262,130,46,1323,82,78,77,80,54,78,Norberto Murara Neto,32,13000000.0,47000.0
713,M. Senesi,CB ,77,81,AFC Bournemouth,2022 ~ 2026,306,301,321,338,299,233,1847,60,42,69,74,78,76,Marcos Senesi,25,13000000.0,41000.0
714,M. Sels,GK ,79,80,Strasbourg,2018 ~ 2026,103,118,220,237,135,43,1246,77,78,75,80,36,80,Matz Sels,30,13000000.0,24000.0
715,Y. Moukoko,ST ,75,89,Borussia Dortmund,2020 ~ 2023,334,311,408,351,278,86,1828,83,74,57,79,34,64,Youssoufa Moukoko,17,13000000.0,8000.0
716,L. Hrádecký,GK ,81,81,Bayer 04 Leverkusen,2018 ~ 2026,72,89,245,221,131,33,1181,83,77,65,86,40,79,Lukáš Hrádecký,32,13000000.0,46000.0
717,N. Amiri,CAM CM ,77,79,Bayer 04 Leverkusen,2019 ~ 2024,332,394,366,373,342,155,2022,67,72,77,81,55,68,Nadiem Amiri,25,13000000.0,45000.0
718,D. Lukébakio,RM ST ,77,78,Hertha BSC,2019 ~ 2024,339,363,387,356,273,84,1855,83,74,69,82,31,59,Dodi Lukébakio,24,13000000.0,27000.0
719,B. Henrichs,RB RM CM ,77,80,RB Leipzig,2021 ~ 2025,318,341,363,317,333,226,1954,71,53,72,76,74,70,Benjamin Henrichs,25,13000000.0,41000.0
720,O. Giroud,ST ,82,82,Milan,2021 ~ 2023,405,350,275,382,373,94,1928,42,83,72,73,42,78,Olivier Giroud,35,13000000.0,66000.0
721,E. Capoue,CM CDM ,80,80,Villarreal,2021 ~ 2024,366,377,299,388,368,232,2090,53,73,78,75,79,78,Etienne Capoue,33,13000000.0,39000.0
722,O. Watkins,ST LW ,77,78,Aston Villa,2020 ~ 2025,365,324,395,405,316,122,1985,84,76,68,74,46,77,Ollie Watkins,26,12500000.0,77000.0
723,J. Ramsey,CM CAM RW ,75,83,Aston Villa,2017 ~ 2027,343,355,395,385,346,206,2079,77,75,72,80,68,77,Jacob Ramsey,21,12500000.0,47000.0
724,A. Broja,ST ,75,83,Chelsea,2020 ~ 2026,315,290,357,355,295,79,1739,77,74,54,75,30,75,Armando Broja,20,12500000.0,64000.0
725,D. Gray,LM LW CAM ,77,78,Everton,2021 ~ 2024,307,356,400,337,273,118,1842,86,76,69,81,37,58,Demarai Gray,26,12500000.0,40000.0
726,A. Gordon,LM RM ,75,84,Everton,2017 ~ 2025,313,371,382,335,295,107,1843,86,69,72,75,37,62,Anthony Gordon,21,12500000.0,26000.0
727,J. Harrison,LM RM ,77,78,Leeds United,2021 ~ 2024,328,341,398,357,324,147,1941,80,71,71,80,49,69,Jack Harrison,25,12500000.0,38000.0
728,B. Aaronson,CAM RM CM ,75,83,Leeds United,2022 ~ 2027,297,356,402,353,320,165,1945,81,66,70,79,54,63,Brenden Aaronson,21,12500000.0,26000.0
729,K. Tsimikas,LB ,77,80,Liverpool,2020 ~ 2025,295,361,386,358,348,221,2020,80,57,72,75,72,75,Konstantinos Tsimikas,26,12500000.0,80000.0
730,S. Aurier,RB RWB ,78,78,Nottingham Forest,2022 ~ 2023,359,327,366,357,364,229,2059,73,62,74,74,76,74,Serge Aurier,29,12500000.0,59000.0
731,M. Gibbs-White,CAM ST RM ,75,83,Nottingham Forest,2022 ~ 2027,328,358,381,342,326,170,1959,76,70,73,76,57,66,Morgan Gibbs-White,22,12500000.0,45000.0
732,B. Johnson,RW ST ,75,85,Nottingham Forest,2019 ~ 2026,341,322,395,307,277,136,1830,88,72,67,76,41,57,Brennan Johnson,21,12500000.0,43000.0
733,Adama Traoré,RW LW ST ,77,78,Wolverhampton Wanderers,2018 ~ 2023,306,337,429,391,296,113,1924,95,65,68,84,39,83,Adama Traoré Diarra,26,12500000.0,77000.0
734,Hwang Hee Chan,LW ST ,77,78,Wolverhampton Wanderers,2022 ~ 2026,354,330,404,371,320,93,1926,81,75,70,78,36,70,Hee Chan Hwang,26,12500000.0,77000.0
735,Nélson Semedo,RB RWB ,78,78,Wolverhampton Wanderers,2020 ~ 2023,300,320,402,357,332,225,2000,83,57,69,79,73,73,Nélson Cabral Semedo,28,12500000.0,72000.0
736,L. Openda,ST ,75,83,Lens,2022 ~ 2027,343,295,419,383,305,63,1856,93,73,64,74,26,76,Loïs Openda,22,12500000.0,28000.0
737,B. André,CDM CM ,79,79,Lille,2019 ~ 2023,345,346,348,396,375,230,2094,65,64,73,75,78,84,Benjamin André,31,12500000.0,35000.0
738,M. Boadu,ST ,75,83,Monaco,2021 ~ 2026,330,325,412,368,281,69,1840,88,74,62,76,28,66,Myron Boadu,21,12500000.0,34000.0
739,Juan Bernat,LB ,78,78,Paris Saint Germain,2018 ~ 2025,339,363,395,312,358,231,2054,74,64,76,81,75,58,Juan Bernat Velasco,29,12500000.0,68000.0
740,J. Doku,RW RM ,75,85,Rennes,2020 ~ 2025,293,322,429,335,270,75,1774,91,65,66,80,25,64,Jérémy Doku,20,12500000.0,32000.0
741,H. Diallo,ST ,77,78,Strasbourg,2020 ~ 2025,357,300,352,381,295,47,1800,71,76,59,72,23,73,Habib Diallo,27,12500000.0,30000.0
742,F. Honorat,LM RM LW ,77,78,Brest,2020 ~ 2025,356,349,381,370,305,135,1957,81,75,71,77,47,61,Franck Honorat,25,12500000.0,24000.0
743,K. Adeyemi,ST RM ,75,86,Borussia Dortmund,2022 ~ 2027,342,346,424,384,289,62,1897,93,76,66,77,24,69,Karim Adeyemi,20,12500000.0,31000.0
744,L. Tousart,CDM CM ,77,80,Hertha BSC,2020 ~ 2025,291,299,320,380,325,230,1912,63,53,65,69,77,82,Lucas Tousart,25,12500000.0,27000.0
745,J. Burkardt,ST CF RW ,75,83,FSV Mainz 05,2018 ~ 2024,348,321,395,370,326,116,1928,84,74,67,78,43,75,Jonathan Burkardt,21,12500000.0,21000.0
746,S. Rode,CDM CM ,79,79,Eintracht Frankfurt,2019 ~ 2024,328,334,340,359,361,234,2005,59,65,72,74,78,74,Sebastian Rode,31,12500000.0,31000.0
747,R. Borré,ST ,77,78,Eintracht Frankfurt,2021 ~ 2025,373,368,398,387,357,118,2059,77,77,74,78,45,76,Rafael Santos Borré,26,12500000.0,31000.0
748,A. Knauff,RM LM ,75,83,Eintracht Frankfurt,"Jun 30, 2023",317,323,399,313,290,147,1844,87,62,68,77,51,58,Ansgar Knauff,20,12500000.0,27000.0
749,G. Rutter,ST ,75,85,TSG Hoffenheim,2021 ~ 2026,336,308,384,358,253,60,1749,77,74,59,78,24,64,Georginio Rutter,20,12500000.0,25000.0
750,J. Boga,LW CF LM ,77,78,Atalanta,2022 ~ 2026,342,374,406,346,292,100,1922,84,73,72,81,37,63,Jérémie Boga,25,12500000.0,47000.0
751,A. Florenzi,RB ,79,79,Milan,2022 ~ 2025,386,377,398,360,365,220,2154,76,77,79,79,74,61,Alessandro Florenzi,31,12500000.0,60000.0
752,Mário Rui,LB ,79,79,Napoli,2018 ~ 2025,314,379,414,368,343,224,2091,81,57,75,79,73,65,Mário Rui Silva Duarte,31,12500000.0,51000.0
753,A. Miranchuk,CF CAM ,77,78,Torino,"Jun 30, 2023",352,384,387,330,305,79,1889,76,72,76,80,31,61,Alexey Miranchuk,26,12500000.0,49000.0
754,Marcos Alonso,LB CB ,79,79,FC Barcelona,2022 ~ 2023,396,407,308,385,365,232,2143,53,74,80,77,77,75,Marcos Alonso Mendoza,31,12500000.0,115000.0
755,Rodri,RM LM CM ,75,84,Real Betis,2019 ~ 2026,308,347,382,316,284,113,1810,73,71,73,78,38,51,Rodrigo Sánchez Rodríguez,22,12500000.0,19000.0
756,Samuel Lino,LM LW ,75,83,Valencia,"Jun 30, 2023",330,322,396,338,307,69,1812,81,71,67,77,30,64,Samuel Dias Lino,22,12500000.0,36000.0
757,Fernando,CDM CB ,83,83,Sevilla,2019 ~ 2024,328,344,343,382,361,250,2037,65,62,74,73,82,81,Fernando Reges Mouta,34,12500000.0,39000.0
758,Gilberto,RB ,78,78,Benfica,2020 ~ 2025,301,349,381,365,349,227,2032,79,60,70,73,74,79,Gilberto Moraes Júnior,29,12500000.0,15000.0
759,T. Mings,CB ,78,78,Aston Villa,2019 ~ 2024,293,300,321,334,318,234,1852,71,44,67,66,78,82,Tyrone Mings,29,12000000.0,72000.0
760,Thiago Silva,CB ,86,86,Chelsea,2020 ~ 2023,324,351,310,368,355,259,2012,49,54,73,72,87,75,Thiago Emiliano da Silva,37,12000000.0,115000.0
761,M. Keane,CB ,78,78,Everton,2017 ~ 2025,299,282,285,340,292,237,1791,52,49,63,62,80,79,Michael Keane,29,12000000.0,41000.0
762,Rodrigo,ST CAM ,78,78,Leeds United,2020 ~ 2024,382,372,384,378,332,126,2020,77,78,75,78,44,69,Rodrigo Moreno Machado,31,12000000.0,46000.0
763,B. Davies,CB ,78,78,Tottenham Hotspur,2014 ~ 2025,328,342,351,338,339,243,1986,67,58,72,72,80,73,Ben Davies,29,12000000.0,77000.0
764,D. Spence,RWB RB ,75,84,Tottenham Hotspur,2022 ~ 2027,252,273,395,298,254,204,1721,89,43,58,74,67,63,Djed Spence,21,12000000.0,44000.0
765,T. Lamptey,RWB RB ,75,83,Brighton & Hove Albion,2020 ~ 2025,280,304,426,240,300,216,1824,87,44,66,76,70,49,Tariq Lamptey,21,12000000.0,35000.0
766,Ismaily,LB ,79,79,Lille,2022 ~ 2023,334,344,395,362,345,221,2052,81,64,74,80,74,74,Ismaily Gonçalves dos S.,32,12000000.0,35000.0
767,E. Wahi,ST LM ,75,85,Montpellier,2020 ~ 2025,346,331,389,365,292,77,1851,82,76,65,76,31,67,Elye Wahi,19,12000000.0,15000.0
768,A. Kalimuendo,ST ,76,82,Rennes,2022 ~ 2027,340,323,398,336,294,70,1813,81,75,59,77,29,66,Arnaud Kalimuendo,20,12000000.0,34000.0
769,D. Blind,LB CB ,79,79,FC Bayern München,2023 ~ 2023,363,390,306,359,350,240,2063,41,62,82,78,80,70,Daley Blind,32,12000000.0,56000.0
770,O. Kossounou,CB RB ,75,84,Bayer 04 Leverkusen,2021 ~ 2026,254,260,340,307,274,227,1697,76,32,60,66,75,78,Odilon Kossounou,21,12000000.0,27000.0
771,A. Stach,CM CDM ,76,82,FSV Mainz 05,2021 ~ 2024,336,356,327,388,360,209,2023,74,67,74,71,74,78,Anton Stach,23,12000000.0,23000.0
772,M. van de Ven,CB LB ,75,85,VfL Wolfsburg,2021 ~ 2025,285,276,337,320,281,224,1774,81,43,58,64,74,78,Micky van de Ven,21,12000000.0,25000.0
773,N. Domínguez,CM CDM ,76,82,Bologna,2019 ~ 2024,327,323,384,385,347,221,2028,75,66,72,76,72,77,Nicolás Domínguez,24,12000000.0,27000.0
774,M. Hjulmand,CDM CM ,75,83,Lecce,2021 ~ 2024,280,341,316,345,331,200,1857,62,53,71,69,67,77,Morten Hjulmand,23,12000000.0,13000.0
775,David Silva,CAM CM ,83,83,Real Sociedad,2020 ~ 2023,376,413,375,311,354,140,2015,61,72,86,85,52,53,David Josué Jiménez Silva,36,12000000.0,37000.0
776,Gorosabel,RB ,77,79,Real Sociedad,2017 ~ 2024,301,317,371,318,312,227,1895,75,46,71,72,75,67,Andoni Gorosabel Espinosa,25,12000000.0,27000.0
777,Hugo Duro,ST LM ,76,82,Valencia,2022 ~ 2026,368,315,361,367,300,115,1883,75,75,67,74,44,67,Hugo Duro Perales,22,12000000.0,30000.0
778,Hugo Guillamón,CDM CB CM ,75,84,Valencia,2018 ~ 2026,305,298,317,323,319,226,1851,58,53,68,65,75,71,Hugo Guillamón Sammartín,22,12000000.0,23000.0
779,Moncayola,CM CDM RM ,76,82,Osasuna,2017 ~ 2031,317,327,336,326,351,223,1930,63,65,73,71,72,69,Jon Moncayola Tollar,24,12000000.0,23000.0
780,Fran García,LB LM ,75,83,Rayo Vallecano,2021 ~ 2025,282,311,421,317,294,210,1882,89,49,66,76,68,66,Francisco José García Torres,22,12000000.0,15000.0
781,Domingos Duarte,CB LB ,77,80,Getafe,2022 ~ 2026,267,226,251,292,290,235,1620,52,35,58,53,79,78,Domingos Sousa Menezes Duarte,27,12000000.0,26000.0
782,A. Espino,LB ,78,78,Cádiz,2019 ~ 2023,316,341,391,370,338,226,2028,87,63,68,73,74,82,Alfonso Espino,30,12000000.0,30000.0
783,Víctor Chust,CB ,75,84,Cádiz,2022 ~ 2026,235,239,303,263,255,231,1573,70,30,52,54,76,69,Víctor Chust García,22,12000000.0,21000.0
784,Oriol Romeu,CDM CM ,78,78,Girona,2022 ~ 2025,285,312,281,351,355,235,1882,48,54,65,65,79,81,Oriol Romeu Vidal,30,12000000.0,26000.0
785,António Silva,CB ,75,87,Benfica,2022 ~ 2027,250,272,336,299,275,225,1701,79,31,62,68,76,78,António João Tavares Silva,18,12000000.0,3000.0
786,João Mário,RB ,75,83,Porto,2018 ~ 2027,331,317,397,330,332,203,1956,86,62,68,75,68,63,João Mário Neto Lopes,22,12000000.0,10000.0
787,Gabriel Veron,RM LM ,75,86,Porto,2022 ~ 2027,308,341,393,289,273,75,1729,86,67,68,79,28,52,Gabriel Veron Fonseca de Souza,19,12000000.0,7000.0
788,Matheus,GK ,79,79,Sporting Braga,2014 ~ 2027,81,103,259,239,122,51,1248,82,75,77,82,45,77,Matheus Lima Magalhães,29,12000000.0,15000.0
789,D. McNeil,LM RM ,76,81,Everton,2022 ~ 2027,335,381,368,343,313,162,1962,70,66,75,79,54,66,Dwight McNeil,22,11500000.0,33000.0
790,A. Onana,CDM CM ,75,85,Everton,2022 ~ 2027,312,322,331,352,318,219,1904,74,59,69,71,72,76,Amadou Onana,20,11500000.0,23000.0
791,D. Burn,CB LB ,78,78,Newcastle United,2022 ~ 2024,267,297,232,290,310,235,1684,47,34,65,64,79,81,Dan Burn,30,11500000.0,74000.0
792,M. Targett,LB ,77,78,Newcastle United,2022 ~ 2026,295,359,339,318,316,225,1910,69,47,72,72,75,69,Matt Targett,26,11500000.0,69000.0
793,T. Livramento,RB ,75,85,Southampton,2021 ~ 2026,284,318,394,295,303,212,1862,83,47,65,74,70,67,Tino Livramento,19,11500000.0,22000.0
794,Daniel Podence,LW ST CAM ,77,77,Wolverhampton Wanderers,2020 ~ 2024,308,352,427,292,304,101,1842,81,64,72,85,33,50,Daniel Castelo Podence,26,11500000.0,77000.0
795,T. Mitchell,LB ,76,82,Crystal Palace,2017 ~ 2025,257,282,383,272,315,232,1798,77,39,60,70,75,68,Tyrick Mitchell,22,11500000.0,38000.0
796,P. Groß,CM CF ,78,78,Brighton & Hove Albion,2017 ~ 2024,357,396,312,381,354,179,2044,50,75,81,76,59,72,Pascal Groß,31,11500000.0,64000.0
797,J. Veltman,CB RB ,78,78,Brighton & Hove Albion,2020 ~ 2023,308,297,338,328,313,239,1866,64,49,67,70,79,76,Joël Veltman,30,11500000.0,58000.0
798,K. Ajer,CB RB ,75,83,Brentford,2021 ~ 2026,302,311,307,321,306,226,1822,72,56,61,70,75,80,Kristoffer Ajer,24,11500000.0,33000.0
799,M. Gusto,RB ,75,85,Olympique Lyonnais,2020 ~ 2024,301,317,395,322,321,210,1915,87,49,68,73,68,71,Malo Gusto,19,11500000.0,24000.0
800,M. Simon,LM ST LW ,77,77,Nantes,2020 ~ 2024,331,356,433,373,273,94,1914,90,70,69,81,33,64,Moses Simon,26,11500000.0,27000.0
801,M. Neuer,GK ,89,89,FC Bayern München,2011 ~ 2024,124,169,269,284,188,38,1512,87,88,90,87,49,88,Manuel Neuer,36,11500000.0,69000.0
802,M. Friedrich,CB ,77,79,Borussia Mönchengladbach,2022 ~ 2026,262,237,306,313,280,239,1702,63,41,57,53,79,76,Marvin Friedrich,26,11500000.0,26000.0
803,J. Wind,ST CF ,76,81,VfL Wolfsburg,2022 ~ 2026,355,350,345,381,329,86,1893,66,74,70,74,36,80,Jonas Wind,23,11500000.0,38000.0
804,Junior Messias,RW RM ,78,78,Milan,2022 ~ 2024,350,381,396,326,310,142,1957,84,73,73,81,49,60,Junior Messias,31,11500000.0,65000.0
805,Y. Adli,CM CAM ,75,82,Milan,2021 ~ 2026,339,375,335,358,346,193,2005,66,70,76,75,66,69,Yacine Adli,21,11500000.0,37000.0
806,S. Żurkowski,CM ,76,81,Fiorentina,2019 ~ 2024,349,350,399,391,349,215,2099,82,73,73,77,71,80,Szymon Żurkowski,24,11500000.0,40000.0
807,R. Sottil,LW RW ,76,81,Fiorentina,2018 ~ 2026,307,325,401,284,296,106,1769,89,66,69,78,34,52,Riccardo Sottil,23,11500000.0,44000.0
808,Óscar,CM RM LM ,76,81,Celta de Vigo,"Jun 30, 2023",332,398,328,322,328,157,1911,59,75,76,76,56,55,Óscar Rodríguez Arnaiz,24,11500000.0,22000.0
809,Puado,RM LM ST ,76,81,Espanyol,2017 ~ 2025,355,325,402,387,323,126,1967,84,74,68,77,45,76,Javier Puado Díaz,24,11500000.0,17000.0
810,Ander Guevara,CM ,76,81,Real Sociedad,2017 ~ 2024,310,344,315,327,333,223,1917,50,64,74,72,73,69,Ander Guevara Lajo,24,11500000.0,26000.0
811,J. Kluivert,LM RM ,76,81,Valencia,"Jun 30, 2023",335,346,413,342,296,102,1878,88,73,69,79,36,62,Justin Kluivert,23,11500000.0,45000.0
812,D. Djené,CB ,78,78,Getafe,2017 ~ 2023,260,289,349,319,300,235,1801,67,38,62,62,79,76,Dakonam Djené,30,11500000.0,28000.0
813,João Victor,CB ,75,83,Benfica,2022 ~ 2027,277,253,339,336,279,227,1759,78,50,52,57,76,77,João Victor da Silva Marcelino,23,11500000.0,10000.0
